Voltage,Capacitance,Dissipation Factor,Impedance 20°C@100kHz,Case Size Diameter,Case Size Length,Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),ESR(est.) 20°C@120Hz,Endurance,Impedance -10°C@100kHz,Leakage Current,Minimum Quantity,Part Number,Polarity type,Product category,Product summary,Ripple Current 105°C@100kHz,Ripple Current 105°C@10kHz,Ripple Current 105°C@120Hz,Ripple Current 105°C@1kHz,Ripple Current 105°C@300Hz,Ripple Current 105°C@50Hz,Status,VC,Vibration resistant,Weight (g)
25,5600,0.22,0.012,18,40,-40,105,0.076,10000,0.032,1400,200,UHE1E562MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,4280,4280,3424,4280,4074.56,3218.56,MP,140000,Normal,17.7
35,33,0.12,0.58,5,11,-40,105,4.823,5000,2.3,12,6000,UHE1V330MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,210,,,,,,EOL,1155,Normal,0.44
35,47,0.12,0.22,6.3,11,-40,105,3.386,5000,0.87,16,4000,UHE1V470MED,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,250,250,174.83,237.76,211.54,150.35,EOL,1645,Normal,0.59
35,56,0.12,0.22,6.3,11,-40,105,2.842,5000,0.87,20,4000,UHE1V560MED,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,340,340,237.76,323.36,287.69,204.48,EOL,1960,Normal,0.59
35,100,0.12,0.13,8,11.5,-40,105,1.592,7000,0.52,35,3000,UHE1V101MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,640,640,447.55,608.67,541.54,384.9,MP,3500,Normal,1.19
35,150,0.12,0.13,8,11.5,-40,105,1.061,7000,0.52,53,3000,UHE1V151MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,640,640,447.55,608.67,541.54,384.9,MP,5250,Normal,1.19
35,220,0.12,0.087,8,15,-40,105,0.723,7000,0.35,77,2000,UHE1V221MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,840,840,587.41,798.88,710.77,505.17,MP,7700,Normal,1.36
35,220,0.12,0.08,10,12.5,-40,105,0.723,7000,0.32,77,2000,UHE1V221MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,865,865,604.9,822.66,731.92,520.21,MP,7700,Normal,1.49
35,270,0.12,0.069,8,20,-40,105,0.589,7000,0.27,95,2000,UHE1V271MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1050,1050,734.27,998.6,888.46,631.47,MP,9450,Normal,1.66
35,330,0.12,0.06,10,16,-40,105,0.482,7000,0.24,116,1800,UHE1V331MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1210,1210,846.15,1150.77,1023.85,727.69,MP,11550,Normal,1.77
35,470,0.12,0.046,10,20,-40,105,0.339,7000,0.18,165,1400,UHE1V471MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1400,1400,1052.63,1378.95,1263.16,915.79,MP,16450,Normal,2.34
35,470,0.12,0.049,12.5,15,-40,105,0.339,10000,0.16,165,1200,UHE1V471MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1450,1450,1090.23,1428.2,1308.27,948.5,MP,16450,Normal,2.96
35,560,0.12,0.042,10,25,-40,105,0.284,7000,0.17,196,1200,UHE1V561MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1650,1650,1240.6,1625.19,1488.72,1079.32,MP,19600,Normal,3.07
35,680,0.12,0.031,10,30.5,-40,105,0.234,7000,0.12,238,1000,UHE1V681MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1910,1910,1436.09,1881.28,1723.31,1249.4,MP,23800,Normal,3.21
35,680,0.12,0.035,12.5,20,-40,105,0.234,10000,0.12,238,1000,UHE1V681MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1900,1900,1428.57,1871.43,1714.29,1242.86,MP,23800,Normal,3.43
35,680,0.12,0.042,16,15,-40,105,0.234,10000,0.12,238,700,UHE1V681MHD3,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1940,1940,1458.65,1910.83,1750.38,1269.02,MP,23800,Normal,4.74
35,1000,0.12,0.027,12.5,25,-40,105,0.186,10000,0.089,350,800,UHE1V102MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2230,2230,1676.69,2196.47,2012.03,1458.72,MP,35000,Normal,4.56
35,1000,0.12,0.043,18,15,-40,105,0.186,10000,0.11,350,400,UHE1V102MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2210,2210,1661.65,2176.77,1993.98,1445.64,MP,35000,Normal,6.31
35,1200,0.12,0.024,12.5,30.5,-40,105,0.155,10000,0.078,420,600,UHE1V122MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2650,2650,2120,2650,2522.8,1992.8,MP,42000,Normal,6.01
35,1200,0.12,0.027,16,20,-40,105,0.155,10000,0.078,420,600,UHE1V122MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2530,2530,2024,2530,2408.56,1902.56,MP,42000,Normal,6.6
35,1500,0.12,0.02,12.5,35.5,-40,105,0.124,10000,0.065,525,500,UHE1V152MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2880,2880,2304,2880,2741.76,2165.76,MP,52500,Normal,7.06
35,1800,0.12,0.017,12.5,40,-40,105,0.103,10000,0.056,630,400,UHE1V182MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,3350,3350,2680,3350,3189.2,2519.2,MP,63000,Normal,7.57
35,1800,0.12,0.021,16,25,-40,105,0.103,10000,0.06,630,400,UHE1V182MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2930,2930,2344,2930,2789.36,2203.36,MP,63000,Normal,8.2
35,1800,0.12,0.026,18,20,-40,105,0.103,10000,0.067,630,400,UHE1V182MHD3,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2860,2860,2288,2860,2722.72,2150.72,MP,63000,Normal,9
35,2200,0.14,0.017,16,30.5,-40,105,0.109,10000,0.05,770,300,UHE1V222MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,3450,3450,2760,3450,3284.4,2594.4,MP,77000,Normal,9.6
35,2200,0.14,0.019,18,25,-40,105,0.109,10000,0.049,770,300,UHE1V222MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,3140,3140,2512,3140,2989.28,2361.28,MP,77000,Normal,10.6
35,2700,0.14,0.015,16,35.5,-40,105,0.088,10000,0.044,945,300,UHE1V272MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,3610,3610,2888,3610,3436.72,2714.72,MP,94500,Normal,11.8
35,2700,0.14,0.015,18,30.5,-40,105,0.088,10000,0.04,945,300,UHE1V272MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,4170,4170,3336,4170,3969.84,3135.84,MP,94500,Normal,13.1
35,3300,0.16,0.013,16,40,-40,105,0.088,10000,0.038,1155,300,UHE1V332MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,4080,4080,3264,4080,3884.16,3068.16,MP,115500,Normal,14.1
35,3300,0.16,0.014,18,35.5,-40,105,0.088,10000,0.038,1155,250,UHE1V332MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,4220,4220,3376,4220,4017.44,3173.44,MP,115500,Normal,14.2
35,3900,0.16,0.012,18,40,-40,105,0.075,10000,0.032,1365,200,UHE1V392MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,4280,4280,3424,4280,4074.56,3218.56,MP,136500,Normal,17.7
50,2.2,0.1,2.5,5,11,-40,105,60.286,5000,10,3,6000,UHE1H2R2MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,43,,,,,,EOL,110.00000000000001,Normal,0.44
50,3.3,0.1,2.2,5,11,-40,105,40.191,5000,8.8,3,6000,UHE1H3R3MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,53,,,,,,EOL,165,Normal,0.44
50,4.7,0.1,1.9,5,11,-40,105,28.219,5000,7.6,3,6000,UHE1H4R7MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,88,,,,,,EOL,235,Normal,0.44
50,10,0.1,1.5,5,11,-40,105,13.263,5000,6,5,6000,UHE1H100MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,100,,,,,,EOL,500,Normal,0.44
50,22,0.1,0.7,5,11,-40,105,6.029,5000,2.8,11,6000,UHE1H220MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,180,,,,,,EOL,1100,Normal,0.44
50,33,0.1,0.3,6.3,11,-40,105,4.019,5000,1.2,17,4000,UHE1H330MED,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,295,,,,,,EOL,1650,Normal,0.59
50,47,0.1,0.3,6.3,11,-40,105,2.822,5000,1.2,24,4000,UHE1H470MED,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,295,295,206.29,280.56,249.62,177.41,EOL,2350,Normal,0.59
50,56,0.1,0.3,6.3,11,-40,105,2.368,5000,1.2,28,4000,UHE1H560MED,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,295,295,206.29,280.56,249.62,177.41,EOL,2800,Normal,0.59
50,100,0.1,0.17,8,11.5,-40,105,1.326,7000,0.68,50,3000,UHE1H101MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,555,555,388.11,527.83,469.62,333.78,MP,5000,Normal,1.19
50,120,0.1,0.12,8,15,-40,105,1.105,7000,0.48,60,2000,UHE1H121MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,730,730,510.49,694.27,617.69,439.02,MP,6000,Normal,1.36
50,150,0.1,0.12,10,12.5,-40,105,0.884,7000,0.48,75,2000,UHE1H151MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,760,760,531.47,722.8,643.08,457.06,MP,7500,Normal,1.49
50,180,0.1,0.091,8,20,-40,105,0.737,7000,0.36,90,2000,UHE1H181MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,910,910,636.36,865.45,770,547.27,MP,9000,Normal,1.66
50,220,0.1,0.084,10,16,-40,105,0.603,7000,0.34,110,1800,UHE1H221MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1050,1050,734.27,998.6,888.46,631.47,MP,11000,Normal,1.77
50,270,0.1,0.06,10,20,-40,105,0.491,7000,0.24,135,1400,UHE1H271MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1220,1220,853.15,1160.28,1032.31,733.71,MP,13500,Normal,2.34
50,270,0.1,0.061,12.5,15,-40,105,0.491,10000,0.2,135,1200,UHE1H271MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1260,1260,881.12,1198.32,1066.15,757.76,MP,13500,Normal,2.96
50,330,0.1,0.06,10,20,-40,105,0.402,7000,0.24,165,1400,UHE1H331MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1220,1220,853.15,1160.28,1032.31,733.71,MP,16500,Normal,2.34
50,330,0.1,0.055,10,25,-40,105,0.402,7000,0.22,165,1200,UHE1H331MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1440,1440,1006.99,1369.51,1218.46,866.01,MP,16500,Normal,3.07
50,470,0.1,0.043,10,30.5,-40,105,0.282,7000,0.17,235,1000,UHE1H471MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1690,1690,1270.68,1664.59,1524.81,1105.49,MP,23500,Normal,3.21
50,470,0.1,0.045,12.5,20,-40,105,0.282,10000,0.15,235,1000,UHE1H471MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1660,1660,1248.12,1635.04,1497.74,1085.86,MP,23500,Normal,3.43
50,470,0.1,0.055,16,15,-40,105,0.282,10000,0.17,235,700,UHE1H471MHD3,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1690,1690,1270.68,1664.59,1524.81,1105.49,MP,23500,Normal,4.74
50,560,0.1,0.034,12.5,25,-40,105,0.237,10000,0.11,280,800,UHE1H561MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1950,1950,1466.17,1920.68,1759.4,1275.56,MP,28000,Normal,4.56
50,560,0.1,0.054,18,15,-40,105,0.237,10000,0.15,280,400,UHE1H561MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1930,1930,1451.13,1900.98,1741.35,1262.48,MP,28000,Normal,6.31
50,680,0.1,0.03,12.5,30.5,-40,105,0.195,10000,0.1,340,600,UHE1H681MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2310,2310,1736.84,2275.26,2084.21,1511.05,MP,34000,Normal,6.01
50,820,0.1,0.025,12.5,35.5,-40,105,0.162,10000,0.083,410,500,UHE1H821MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2510,2510,1887.22,2472.26,2264.66,1641.88,MP,41000,Normal,7.06
50,820,0.1,0.034,16,20,-40,105,0.162,10000,0.1,410,600,UHE1H821MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2210,2210,1661.65,2176.77,1993.98,1445.64,MP,41000,Normal,6.6
50,1000,0.1,0.021,12.5,40,-40,105,0.159,10000,0.069,500,400,UHE1H102MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2920,2920,2195.49,2876.09,2634.59,1910.08,MP,50000,Normal,7.57
50,1000,0.1,0.025,16,25,-40,105,0.159,10000,0.075,500,400,UHE1H102MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2555,2555,1921.05,2516.58,2305.26,1671.32,MP,50000,Normal,8.2
50,1000,0.1,0.036,18,20,-40,105,0.159,10000,0.097,500,400,UHE1H102MHD3,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2490,2490,1872.18,2452.56,2246.62,1628.8,MP,50000,Normal,9
50,1200,0.1,0.022,16,30.5,-40,105,0.133,10000,0.066,600,300,UHE1H122MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,3010,3010,2408,3010,2865.52,2263.52,MP,60000,Normal,9.6
50,1200,0.1,0.026,18,25,-40,105,0.133,10000,0.07,600,300,UHE1H122MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2740,2740,2192,2740,2608.48,2060.48,MP,60000,Normal,10.6
50,1500,0.1,0.019,16,35.5,-40,105,0.106,10000,0.057,750,300,UHE1H152MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,3150,3150,2520,3150,2998.8,2368.8,MP,75000,Normal,11.8
50,1800,0.1,0.016,16,40,-40,105,0.088,10000,0.048,900,300,UHE1H182MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,3710,3710,2968,3710,3531.92,2789.92,MP,90000,Normal,14.1
50,1800,0.1,0.021,18,30.5,-40,105,0.088,10000,0.057,900,300,UHE1H182MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,3635,3635,2908,3635,3460.52,2733.52,MP,90000,Normal,13.1
50,2200,0.12,0.017,18,35.5,-40,105,0.096,10000,0.046,1100,250,UHE1H222MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,3680,3680,2944,3680,3503.36,2767.36,MP,110000,Normal,14.2
50,2700,0.12,0.014,18,40,-40,105,0.079,10000,0.038,1350,200,UHE1H272MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,3800,3800,3040,3800,3617.6,2857.6,MP,135000,Normal,17.7
63,15,0.09,2.3,5,11,-40,105,7.958,5000,9.3,9,6000,UHE1J150MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,62,,,,,,EOL,945,Normal,0.44
63,33,0.09,1.2,6.3,11,-40,105,3.617,5000,5,21,4000,UHE1J330MED,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,126,,,,,,EOL,2079,Normal,0.59
63,47,0.09,0.63,8,11.5,-40,105,2.54,7000,2.8,30,3000,UHE1J470MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,260,260,181.82,247.27,220,156.36,MP,2961,Normal,1.19
63,56,0.09,0.63,8,11.5,-40,105,2.132,7000,2.8,35,3000,UHE1J560MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,260,260,181.82,247.27,220,156.36,MP,3528,Normal,1.19
63,82,0.09,0.45,8,15,-40,105,1.456,7000,2.1,52,2000,UHE1J820MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,335,335,234.27,318.6,283.46,201.47,MP,5166,Normal,1.36
63,82,0.09,0.43,10,12.5,-40,105,1.456,7000,1.8,52,2000,UHE1J820MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,325,325,227.27,309.09,275,195.45,MP,5166,Normal,1.49
63,120,0.09,0.33,8,20,-40,105,0.995,7000,1.6,76,2000,UHE1J121MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,408,408,285.31,388.03,345.23,245.37,MP,7560,Normal,1.66
63,120,0.09,0.31,10,16,-40,105,0.995,7000,1.5,76,1800,UHE1J121MPD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,400,400,279.72,380.42,338.46,240.56,MP,7560,Normal,1.77
63,180,0.09,0.21,10,20,-40,105,0.663,7000,0.94,113,1400,UHE1J181MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,518,518,362.24,492.64,438.31,311.52,MP,11340,Normal,2.34
63,180,0.09,0.23,12.5,15,-40,105,0.663,10000,1.1,113,1200,UHE1J181MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,527,527,368.53,501.2,445.92,316.94,MP,11340,Normal,2.96
63,220,0.09,0.2,10,25,-40,105,0.543,7000,0.84,139,1200,UHE1J221MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,595,595,416.08,565.87,503.46,357.83,MP,13860,Normal,3.07
63,270,0.09,0.15,10,30.5,-40,105,0.442,7000,0.71,170,1000,UHE1J271MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,740,740,517.48,703.78,626.15,445.03,MP,17010,Normal,3.21
63,270,0.09,0.16,12.5,20,-40,105,0.442,10000,0.64,170,1000,UHE1J271MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,765,765,534.97,727.55,647.31,460.07,MP,17010,Normal,3.43
63,270,0.09,0.14,16,15,-40,105,0.442,10000,0.66,170,700,UHE1J271MHD3,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,895,895,625.87,851.19,757.31,538.25,MP,17010,Normal,4.74
63,330,0.09,0.12,12.5,25,-40,105,0.362,10000,0.45,208,800,UHE1J331MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,875,875,611.89,832.17,740.38,526.22,MP,20790,Normal,4.56
63,390,0.09,0.12,18,15,-40,105,0.306,10000,0.5,246,400,UHE1J391MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1030,1030,774.44,1014.51,929.32,673.76,MP,24570,Normal,6.31
63,470,0.09,0.1,12.5,30.5,-40,105,0.254,10000,0.42,296,600,UHE1J471MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1010,1010,759.4,994.81,911.28,660.68,MP,29610,Normal,6.01
63,470,0.09,0.091,16,20,-40,105,0.254,10000,0.38,296,600,UHE1J471MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1130,1130,849.62,1113.01,1019.55,739.17,MP,29610,Normal,6.6
63,560,0.09,0.083,12.5,35.5,-40,105,0.213,10000,0.35,353,500,UHE1J561MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1140,1140,857.14,1122.86,1028.57,745.71,MP,35280,Normal,7.06
63,560,0.09,0.073,16,25,-40,105,0.213,10000,0.27,353,400,UHE1J561MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1350,1350,1015.04,1329.7,1218.05,883.08,MP,35280,Normal,8.2
63,680,0.09,0.071,12.5,40,-40,105,0.176,10000,0.3,428,400,UHE1J681MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1280,1280,962.41,1260.75,1154.89,837.29,MP,42840,Normal,7.57
63,680,0.09,0.08,18,20,-40,105,0.176,10000,0.3,428,400,UHE1J681MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1300,1300,977.44,1280.45,1172.93,850.38,MP,42840,Normal,9
63,820,0.09,0.054,16,30.5,-40,105,0.146,10000,0.2,517,300,UHE1J821MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1650,1650,1240.6,1625.19,1488.72,1079.32,MP,51660,Normal,9.6
63,820,0.09,0.057,18,25,-40,105,0.146,10000,0.21,517,300,UHE1J821MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1560,1560,1172.93,1536.54,1407.52,1020.45,MP,51660,Normal,10.6
63,1000,0.09,0.045,16,35.5,-40,105,0.146,10000,0.17,630,300,UHE1J102MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1900,1900,1428.57,1871.43,1714.29,1242.86,MP,63000,Normal,11.8
63,1000,0.09,0.047,18,30.5,-40,105,0.146,10000,0.17,630,300,UHE1J102MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1720,1720,1293.23,1694.14,1551.88,1125.11,MP,63000,Normal,13.1
63,1200,0.09,0.04,16,40,-40,105,0.122,10000,0.15,756,300,UHE1J122MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2130,2130,1704,2130,2027.76,1601.76,MP,75600,Normal,14.1
63,1200,0.09,0.04,18,35.5,-40,105,0.122,10000,0.15,756,250,UHE1J122MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1890,1890,1512,1890,1799.28,1421.28,MP,75600,Normal,14.2
63,1500,0.09,0.036,18,40,-40,105,0.097,10000,0.13,945,200,UHE1J152MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,2470,2470,1976,2470,2351.44,1857.44,MP,94500,Normal,17.7
100,6.8,0.08,2.3,5,11,-40,105,15.603,5000,9.3,7,6000,UHE2A6R8MDD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,62,,,,,,EOL,680,Normal,0.44
100,15,0.08,1.2,6.3,11,-40,105,7.074,5000,5,15,4000,UHE2A150MED,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,126,,,,,,EOL,1500,Normal,0.59
100,27,0.08,0.63,8,11.5,-40,105,3.93,7000,2.8,27,3000,UHE2A270MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,260,260,142.86,234.29,181.43,117.14,MP,2700,Normal,1.19
100,39,0.08,0.45,8,15,-40,105,2.721,7000,2.1,39,2000,UHE2A390MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,335,335,234.27,318.6,283.46,201.47,MP,3900,Normal,1.36
100,47,0.08,0.43,10,12.5,-40,105,2.258,7000,1.8,47,2000,UHE2A470MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,325,325,227.27,309.09,275,195.45,MP,4700,Normal,1.49
100,56,0.08,0.33,8,20,-40,105,1.895,7000,1.6,56,2000,UHE2A560MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,408,408,285.31,388.03,345.23,245.37,MP,5600,Normal,1.66
100,68,0.08,0.31,10,16,-40,105,1.56,7000,1.5,68,1800,UHE2A680MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,400,400,279.72,380.42,338.46,240.56,MP,6800,Normal,1.77
100,82,0.08,0.21,10,20,-40,105,1.294,7000,0.94,82,1400,UHE2A820MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,518,518,362.24,492.64,438.31,311.52,MP,8200,Normal,2.34
100,82,0.08,0.23,12.5,15,-40,105,1.294,10000,1.1,82,1200,UHE2A820MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,527,527,368.53,501.2,445.92,316.94,MP,8200,Normal,2.96
100,100,0.08,0.2,10,25,-40,105,1.061,7000,0.84,100,1200,UHE2A101MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,595,595,416.08,565.87,503.46,357.83,MP,10000,Normal,3.07
100,100,0.08,0.2,12.5,20,-40,105,1.061,10000,0.84,100,1000,UHE2A101MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,740,740,517.48,703.78,626.15,445.03,MP,10000,Normal,3.43
100,120,0.08,0.15,10,30.5,-40,105,0.884,7000,0.71,120,1000,UHE2A121MPD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,740,740,517.48,703.78,626.15,445.03,MP,12000,Normal,3.21
100,120,0.08,0.16,12.5,20,-40,105,0.884,10000,0.64,120,1000,UHE2A121MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,765,765,534.97,727.55,647.31,460.07,MP,12000,Normal,3.43
100,150,0.08,0.14,16,15,-40,105,0.707,10000,0.66,150,700,UHE2A151MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,895,895,625.87,851.19,757.31,538.25,MP,15000,Normal,4.74
100,180,0.08,0.12,12.5,25,-40,105,0.589,10000,0.45,180,800,UHE2A181MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,875,875,611.89,832.17,740.38,526.22,MP,18000,Normal,4.56
100,180,0.08,0.12,18,15,-40,105,0.589,10000,0.5,180,400,UHE2A181MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1030,1030,720.28,979.58,871.54,619.44,MP,18000,Normal,6.31
100,220,0.08,0.1,12.5,30.5,-40,105,0.482,10000,0.42,220,600,UHE2A221MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1010,1010,706.29,960.56,854.62,607.41,MP,22000,Normal,6.01
100,220,0.08,0.091,16,20,-40,105,0.482,10000,0.38,220,600,UHE2A221MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1130,1130,790.21,1074.69,956.15,679.58,MP,22000,Normal,6.6
100,270,0.08,0.083,12.5,35.5,-40,105,0.393,10000,0.35,270,500,UHE2A271MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1140,1140,797.2,1084.2,964.62,685.59,MP,27000,Normal,7.06
100,270,0.08,0.073,16,25,-40,105,0.393,10000,0.27,270,400,UHE2A271MHD6,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1350,1350,944.06,1283.92,1142.31,811.89,MP,27000,Normal,8.2
100,330,0.08,0.071,12.5,40,-40,105,0.322,10000,0.3,330,400,UHE2A331MHD,Uni-Polar,Radial Lead,Minitualized Lo-Z Hi-Reliability,1280,1280,895.1,1217.34,1083.08,769.79,MP,33000,Normal,7.57
