Voltage,Capacitance,Dissipation Factor,Impedance 20°C@100kHz,Case Size Diameter,Case Size Length,Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),ESR(est.) 20°C@120Hz,Endurance,Impedance -10°C@100kHz,Leakage Current,Minimum Quantity,Part Number,Polarity type,Product category,Product summary,Ripple Current 105°C@100kHz,Ripple Current 105°C@10kHz,Ripple Current 105°C@120Hz,Ripple Current 105°C@1kHz,Ripple Current 105°C@300Hz,Status,VC,Vibration resistant,Weight (g)
100,68,0.08,0.21,10,25,-55,105,1.56,5000,0.57,204,1200,UPM2A680MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,795,795,500,690,555,MP,6800,Normal,3.07
100,68,0.08,0.23,12.5,15,-55,105,1.56,5000,0.62,204,1200,UPM2A680MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,604.2,604.2,380,524.4,421.8,MP,6800,Normal,2.96
100,82,0.08,0.18,10,30.5,-55,105,1.294,5000,0.49,246,1000,UPM2A820MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,555,,,MP,8200,Normal,3.21
100,82,0.08,0.19,16,15,-55,105,1.294,5000,0.51,246,700,UPM2A820MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,435,,,MP,8200,Normal,4.74
100,100,0.08,0.15,10,30.5,-55,105,1.061,5000,0.41,300,1000,UPM2A101MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,977.9,977.9,635,857.25,711.2,MP,10000,Normal,3.21
100,100,0.08,0.17,16,15,-55,105,1.061,5000,0.46,300,700,UPM2A101MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,731.5,731.5,475,641.25,532,MP,10000,Normal,4.74
100,120,0.08,0.13,12.5,25,-55,105,0.884,5000,0.35,360,800,UPM2A121MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,700,,,MP,12000,Normal,4.56
100,120,0.08,0.14,16,15,-55,105,0.884,5000,0.38,360,700,UPM2A121MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,535,,,MP,12000,Normal,4.74
100,150,0.08,0.11,12.5,25,-55,105,0.707,5000,0.3,450,800,UPM2A151MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1146.6,1146.6,780,1029.6,858,MP,15000,Normal,4.56
100,150,0.08,0.12,18,15,-55,105,0.707,5000,0.32,450,400,UPM2A151MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,940.8,940.8,640,844.8,704,MP,15000,Normal,6.31
100,180,0.08,0.098,12.5,30.5,-55,105,0.589,5000,0.26,540,600,UPM2A181MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,900,,,MP,18000,Normal,6.01
100,180,0.08,0.11,16,20,-55,105,0.589,5000,0.3,540,600,UPM2A181MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,880,,,MP,18000,Normal,6.6
100,220,0.08,0.087,12.5,35.5,-55,105,0.482,5000,0.23,660,500,UPM2A221MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1480.5,1480.5,1050,1344,1155,MP,22000,Normal,7.06
100,220,0.08,0.093,16,25,-55,105,0.482,5000,0.25,660,400,UPM2A221MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1480.5,1480.5,1050,1344,1155,MP,22000,Normal,8.2
100,270,0.08,0.072,12.5,40,-55,105,0.393,5000,0.19,810,400,UPM2A271MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,1200,,,MP,27000,Normal,7.57
100,270,0.08,0.08,18,20,-55,105,0.393,5000,0.22,810,400,UPM2A271MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,1080,,,MP,27000,Normal,9
100,330,0.08,0.062,16,30.5,-55,105,0.322,5000,0.17,990,300,UPM2A331MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1849.5,1849.5,1370,1726.2,1493.3,MP,33000,Normal,9.6
100,330,0.08,0.07,18,25,-55,105,0.322,5000,0.19,990,300,UPM2A331MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,1701,1701,1260,1587.6,1373.4,MP,33000,Normal,10.6
100,390,0.08,0.053,16,35.5,-55,105,0.272,5000,0.14,1170,300,UPM2A391MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,1550,,,MP,39000,Normal,11.8
100,390,0.08,0.062,18,30.5,-55,105,0.272,5000,0.17,1170,300,UPM2A391MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,1430,,,MP,39000,Normal,13.1
100,470,0.08,0.047,16,40,-55,105,0.226,5000,0.13,1410,300,UPM2A471MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2288,2288,1760,2147.2,1900.8,MP,47000,Normal,14.1
100,470,0.08,0.056,18,35.5,-55,105,0.226,5000,0.15,1410,250,UPM2A471MHD6,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2041,2041,1570,1915.4,1695.6,MP,47000,Normal,14.2
100,560,0.08,0.041,18,35.5,-55,105,0.189,5000,0.11,1680,250,UPM2A561MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,1840,,,MP,56000,Normal,14.2
100,680,0.08,0.036,18,40,-55,105,0.156,5000,0.097,2040,200,UPM2A681MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,2387.5,2387.5,1910,2292,2043.7,MP,68000,Normal,17.7
160,1,0.2,,8,11.5,-40,105,265.258,3000,,56,3000,UPM2C010MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,19,,,EOL,160,Normal,1.19
160,2.2,0.2,,8,11.5,-40,105,120.572,3000,,75,3000,UPM2C2R2MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,30,,,EOL,352,Normal,1.19
160,3.3,0.2,,10,12.5,-40,105,80.381,5000,,93,2000,UPM2C3R3MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,50,,,EOL,528,Normal,1.49
160,4.7,0.2,,10,12.5,-40,105,56.438,5000,,115,2000,UPM2C4R7MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,57,,,EOL,752,Normal,1.49
160,10,0.2,,10,16,-40,105,26.526,5000,,164,1800,UPM2C100MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,90,,,EOL,1600,Normal,1.77
160,22,0.2,,12.5,20,-40,105,12.057,5000,,241,1000,UPM2C220MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,140,,,EOL,3520,Normal,3.43
160,33,0.2,,12.5,25,-40,105,8.038,5000,,311,800,UPM2C330MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,175,,,EOL,5280,Normal,4.56
160,47,0.2,,16,25,-40,105,5.644,5000,,401,400,UPM2C470MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,220,,,EOL,7520,Normal,8.2
160,100,0.2,,16,35.5,-40,105,2.653,5000,,740,300,UPM2C101MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,330,,,EOL,16000,Normal,11.8
200,1,0.2,,8,11.5,-40,105,265.258,3000,,60,3000,UPM2D010MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,19,,,EOL,200,Normal,1.19
200,2.2,0.2,,8,11.5,-40,105,120.572,3000,,84,3000,UPM2D2R2MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,30,,,EOL,440.00000000000006,Normal,1.19
200,3.3,0.2,,10,12.5,-40,105,80.381,5000,,106,2000,UPM2D3R3MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,50,,,EOL,660,Normal,1.49
200,4.7,0.2,,10,16,-40,105,56.438,5000,,134,1800,UPM2D4R7MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,60,,,EOL,940,Normal,1.77
200,10,0.2,,10,20,-40,105,26.526,5000,,180,1400,UPM2D100MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,95,,,EOL,2000,Normal,2.34
200,22,0.2,,12.5,25,-40,105,12.057,5000,,276,800,UPM2D220MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,145,,,EOL,4400,Normal,4.56
200,33,0.2,,16,25,-40,105,8.038,5000,,364,400,UPM2D330MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,180,,,EOL,6600,Normal,8.2
200,47,0.2,,16,25,-40,105,5.644,5000,,476,400,UPM2D470MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,220,,,EOL,9400,Normal,8.2
200,100,0.2,,18,40,-40,105,2.653,5000,,900,200,UPM2D101MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,345,,,EOL,20000,Normal,17.7
250,1,0.2,,8,11.5,-40,105,265.258,3000,,65,3000,UPM2E010MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,19,,,EOL,250,Normal,1.19
250,2.2,0.2,,10,12.5,-40,105,120.572,5000,,95,2000,UPM2E2R2MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,32,,,EOL,550,Normal,1.49
250,3.3,0.2,,10,16,-40,105,80.381,5000,,123,1800,UPM2E3R3MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,52,,,EOL,825,Normal,1.77
250,4.7,0.2,,10,16,-40,105,56.438,5000,,147,1800,UPM2E4R7MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,60,,,EOL,1175,Normal,1.77
250,10,0.2,,12.5,20,-40,105,26.526,5000,,200,1000,UPM2E100MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,98,,,EOL,2500,Normal,3.43
250,22,0.2,,16,25,-40,105,12.057,5000,,320,400,UPM2E220MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,150,,,EOL,5500,Normal,8.2
250,33,0.2,,16,25,-40,105,8.038,5000,,430,400,UPM2E330MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,180,,,EOL,8250,Normal,8.2
250,47,0.2,,16,30.5,-40,105,5.644,5000,,570,300,UPM2E470MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,225,,,EOL,11750,Normal,9.6
250,100,0.2,,18,40,-40,105,2.653,5000,,1100,200,UPM2E101MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,345,,,EOL,25000,Normal,17.7
315,1,0.2,,8,11.5,-40,105,265.258,3000,,72,3000,UPM2F010MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,19,,,EOL,315,Normal,1.19
315,2.2,0.2,,10,12.5,-40,105,120.572,5000,,109,2000,UPM2F2R2MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,32,,,EOL,693,Normal,1.49
315,3.3,0.2,,10,16,-40,105,80.381,5000,,142,1800,UPM2F3R3MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,52,,,EOL,1039.5,Normal,1.77
315,4.7,0.2,,10,20,-40,105,56.438,5000,,159,1400,UPM2F4R7MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,65,,,EOL,1480.5,Normal,2.34
315,10,0.2,,12.5,20,-40,105,26.526,5000,,226,1000,UPM2F100MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,98,,,EOL,3150,Normal,3.43
315,22,0.2,,16,25,-40,105,12.057,5000,,377,400,UPM2F220MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,150,,,EOL,6930,Normal,8.2
315,33,0.2,,16,30.5,-40,105,8.038,5000,,516,300,UPM2F330MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,185,,,EOL,10395,Normal,9.6
315,47,0.2,,18,35.5,-40,105,5.644,5000,,692,250,UPM2F470MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,235,,,EOL,14805,Normal,14.2
350,1,0.2,,10,12.5,-40,105,265.258,5000,,75,2000,UPM2V010MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,21,,,EOL,350,Normal,1.49
350,2.2,0.2,,10,16,-40,105,120.572,5000,,117,1800,UPM2V2R2MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,34,,,EOL,770.0000000000001,Normal,1.77
350,3.3,0.2,,10,20,-40,105,80.381,5000,,146,1400,UPM2V3R3MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,54,,,EOL,1155,Normal,2.34
350,4.7,0.2,,10,20,-40,105,56.438,5000,,166,1400,UPM2V4R7MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,65,,,EOL,1645,Normal,2.34
350,10,0.2,,12.5,25,-40,105,26.526,5000,,240,800,UPM2V100MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,100,,,EOL,3500,Normal,4.56
350,22,0.2,,16,25,-40,105,12.057,5000,,408,400,UPM2V220MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,150,,,EOL,7700,Normal,8.2
350,33,0.2,,16,35.5,-40,105,8.038,5000,,562,300,UPM2V330MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,190,,,EOL,11550,Normal,11.8
350,47,0.2,,18,40,-40,105,5.644,5000,,758,200,UPM2V470MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,240,,,EOL,16450,Normal,17.7
400,1,0.25,,10,12.5,-40,105,331.573,5000,,80,2000,UPM2G010MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,17,,,EOL,400,Normal,1.49
400,2.2,0.25,,10,16,-40,105,150.715,5000,,128,1800,UPM2G2R2MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,28,,,EOL,880.0000000000001,Normal,1.77
400,3.3,0.25,,10,20,-40,105,100.477,5000,,153,1400,UPM2G3R3MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,47,,,EOL,1320,Normal,2.34
400,4.7,0.25,,12.5,20,-40,105,70.547,5000,,175,1000,UPM2G4R7MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,55,,,EOL,1880,Normal,3.43
400,10,0.25,,12.5,25,-40,105,33.157,5000,,260,800,UPM2G100MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,85,,,EOL,4000,Normal,4.56
400,22,0.25,,16,30.5,-40,105,15.072,5000,,452,300,UPM2G220MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,130,,,EOL,8800,Normal,9.6
400,33,0.25,,18,35.5,-40,105,10.048,5000,,628,250,UPM2G330MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,170,,,EOL,13200,Normal,14.2
450,1,0.25,,10,16,-25,105,331.573,5000,,85,1800,UPM2W010MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,17,,,EOL,450,Normal,1.77
450,2.2,0.25,,10,20,-25,105,150.715,5000,,139,1400,UPM2W2R2MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,28,,,EOL,990.0000000000001,Normal,2.34
450,3.3,0.25,,12.5,20,-25,105,100.477,5000,,159,1000,UPM2W3R3MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,48,,,EOL,1485,Normal,3.43
450,4.7,0.25,,12.5,25,-25,105,70.547,5000,,185,800,UPM2W4R7MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,55,,,EOL,2115,Normal,4.56
450,10,0.25,,16,25,-25,105,33.157,5000,,280,400,UPM2W100MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,90,,,EOL,4500,Normal,8.2
450,22,0.25,,16,35.5,-25,105,15.072,5000,,496,300,UPM2W220MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,135,,,EOL,9900,Normal,11.8
450,33,0.25,,18,40,-25,105,10.048,5000,,694,200,UPM2W330MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,,,170,,,EOL,14850,Normal,17.7
