Voltage,Capacitance,ESR 20°C@120Hz,Impedance 20°C@100kHz,Case Size Diameter,Case Size Length,Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Dissipation Factor,Endurance,Impedance -10°C@100kHz,Leakage Current,Minimum Quantity,Part Number,Polarity type,Product category,Product summary,Ripple Current 105°C@120Hz,Status,Vibration resistant,Weight (g)
315,10,26.526,,12.5,20,-40,105,0.2,5000,nan,226,1000,UPM2F100MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,98,EOL,Normal,3.43
315,22,12.057,,16,25,-40,105,0.2,5000,nan,377,400,UPM2F220MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,150,EOL,Normal,8.2
315,33,8.038,,16,30.5,-40,105,0.2,5000,nan,516,300,UPM2F330MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,185,EOL,Normal,9.6
315,47,5.644,,18,35.5,-40,105,0.2,5000,nan,692,250,UPM2F470MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,235,EOL,Normal,14.2
350,1,265.258,,10,12.5,-40,105,0.2,5000,nan,75,2000,UPM2V010MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,21,EOL,Normal,1.49
350,2.2,120.572,,10,16,-40,105,0.2,5000,nan,117,1800,UPM2V2R2MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,34,EOL,Normal,1.77
350,3.3,80.381,,10,20,-40,105,0.2,5000,nan,146,1400,UPM2V3R3MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,54,EOL,Normal,2.34
350,4.7,56.438,,10,20,-40,105,0.2,5000,nan,166,1400,UPM2V4R7MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,65,EOL,Normal,2.34
350,10,26.526,,12.5,25,-40,105,0.2,5000,nan,240,800,UPM2V100MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,100,EOL,Normal,4.56
350,22,12.057,,16,25,-40,105,0.2,5000,nan,408,400,UPM2V220MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,150,EOL,Normal,8.2
350,33,8.038,,16,35.5,-40,105,0.2,5000,nan,562,300,UPM2V330MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,190,EOL,Normal,11.8
350,47,5.644,,18,40,-40,105,0.2,5000,nan,758,200,UPM2V470MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,240,EOL,Normal,17.7
400,1,331.573,,10,12.5,-40,105,0.25,5000,nan,80,2000,UPM2G010MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,17,EOL,Normal,1.49
400,2.2,150.715,,10,16,-40,105,0.25,5000,nan,128,1800,UPM2G2R2MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,28,EOL,Normal,1.77
400,3.3,100.477,,10,20,-40,105,0.25,5000,nan,153,1400,UPM2G3R3MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,47,EOL,Normal,2.34
400,4.7,70.547,,12.5,20,-40,105,0.25,5000,nan,175,1000,UPM2G4R7MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,55,EOL,Normal,3.43
400,10,33.157,,12.5,25,-40,105,0.25,5000,nan,260,800,UPM2G100MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,85,EOL,Normal,4.56
400,22,15.072,,16,30.5,-40,105,0.25,5000,nan,452,300,UPM2G220MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,130,EOL,Normal,9.6
400,33,10.048,,18,35.5,-40,105,0.25,5000,nan,628,250,UPM2G330MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,170,EOL,Normal,14.2
450,1,331.573,,10,16,-25,105,0.25,5000,nan,85,1800,UPM2W010MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,17,EOL,Normal,1.77
450,2.2,150.715,,10,20,-25,105,0.25,5000,nan,139,1400,UPM2W2R2MPD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,28,EOL,Normal,2.34
450,3.3,100.477,,12.5,20,-25,105,0.25,5000,nan,159,1000,UPM2W3R3MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,48,EOL,Normal,3.43
450,4.7,70.547,,12.5,25,-25,105,0.25,5000,nan,185,800,UPM2W4R7MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,55,EOL,Normal,4.56
450,10,33.157,,16,25,-25,105,0.25,5000,nan,280,400,UPM2W100MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,90,EOL,Normal,8.2
450,22,15.072,,16,35.5,-25,105,0.25,5000,nan,496,300,UPM2W220MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,135,EOL,Normal,11.8
450,33,10.048,,18,40,-25,105,0.25,5000,nan,694,200,UPM2W330MHD,Uni-Polar,Radial Lead,Lo-Z For Switching Power Supplies,170,EOL,Normal,17.7
