Voltage,Capacitance,ESR(est.) 20°C@10kHz,ESR(est.) 20°C@100kHz,Case Size Diameter,Case Size Length,Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Dissipation Factor,ESR(est.) 20°C@120Hz,Endurance,Leakage Current,Minimum Quantity,Part Number,Polarity type,Product category,Product summary,Ripple Current 85°C@100kHz,Ripple Current 85°C@10kHz,Ripple Current 85°C@120Hz,Ripple Current 85°C@1kHz,Ripple Current 85°C@300Hz,Ripple Current 85°C@50Hz,Status,VC,Vibration resistant,Weight (g)
35,47,0.564,0.564,8,11.5,-40,85,0.08,2.258,2000,3,3000,UKL1V470MPD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,380,380,190,298.3,256.5,142.5,LTB,1645,Normal,1.19
35,68,0.39,0.39,8,11.5,-40,85,0.08,1.56,2000,5,3000,UKL1V680KPD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,460,460,230,361.1,310.5,172.5,LTB,2380,Normal,1.19
35,68,0.39,0.39,8,11.5,-40,85,0.08,1.56,2000,5,3000,UKL1V680MPD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,460,460,230,361.1,310.5,172.5,LTB,2380,Normal,1.19
35,100,0.472,0.472,10,12.5,-40,85,0.08,1.061,2000,7,2000,UKL1V101KPD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,450,450,300,402,369,240,LTB,3500,Normal,1.49
35,100,0.472,0.472,10,12.5,-40,85,0.08,1.061,2000,7,2000,UKL1V101MPD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,450,450,300,402,369,240,LTB,3500,Normal,1.49
35,150,0.472,0.472,10,16,-40,85,0.12,1.061,2000,11,1800,UKL1V151KPD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,600,600,400,536,492,320,LTB,5250,Normal,1.77
35,150,0.472,0.472,10,16,-40,85,0.12,1.061,2000,11,1800,UKL1V151MPD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,600,600,400,536,492,320,LTB,5250,Normal,1.77
35,220,0.322,0.322,10,20,-40,85,0.12,0.723,2000,15,1400,UKL1V221KPD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,660,660,440,589.6,541.2,352,LTB,7700,Normal,2.34
35,220,0.322,0.322,10,20,-40,85,0.12,0.723,2000,15,1400,UKL1V221MPD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,660,660,440,589.6,541.2,352,LTB,7700,Normal,2.34
35,330,0.214,0.214,12.5,20,-40,85,0.12,0.482,2000,23,1000,UKL1V331KHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,825,825,550,737,676.5,440,LTB,11550,Normal,3.43
35,330,0.214,0.214,12.5,20,-40,85,0.12,0.482,2000,23,1000,UKL1V331MHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,825,825,550,737,676.5,440,LTB,11550,Normal,3.43
35,470,0.151,0.151,12.5,25,-40,85,0.12,0.339,2000,33,800,UKL1V471KHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,1020,1020,680,911.2,836.4,544,LTB,16450,Normal,4.56
35,470,0.151,0.151,12.5,25,-40,85,0.12,0.339,2000,33,800,UKL1V471MHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,1020,1020,680,911.2,836.4,544,LTB,16450,Normal,4.56
35,680,0.104,0.104,16,25,-40,85,0.12,0.234,2000,48,400,UKL1V681KHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,1260,1260,840,1125.6,1033.2,672,LTB,23800,Normal,8.2
35,680,0.104,0.104,16,25,-40,85,0.12,0.234,2000,48,400,UKL1V681MHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,1260,1260,840,1125.6,1033.2,672,LTB,23800,Normal,8.2
35,1000,0.14,0.14,16,25,-40,85,0.12,0.186,2000,70,400,UKL1V102KHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,1265,1265,1100,1243,1210,935,LTB,35000,Normal,8.2
35,1000,0.14,0.14,16,25,-40,85,0.12,0.186,2000,70,400,UKL1V102MHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,1265,1265,1100,1243,1210,935,LTB,35000,Normal,8.2
35,1500,0.094,0.094,16,35.5,-40,85,0.12,0.124,2000,105,300,UKL1V152KHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,1598.5,1598.5,1390,1570.7,1529,1181.5,LTB,52500,Normal,11.8
35,1500,0.094,0.094,16,35.5,-40,85,0.12,0.124,2000,105,300,UKL1V152MHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,1598.5,1598.5,1390,1570.7,1529,1181.5,LTB,52500,Normal,11.8
35,2200,0.082,0.082,18,35.5,-40,85,0.14,0.109,2000,154,250,UKL1V222KHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,1817,1817,1580,1785.4,1738,1343,LTB,77000,Normal,14.2
35,2200,0.082,0.082,18,35.5,-40,85,0.14,0.109,2000,154,250,UKL1V222MHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,1817,1817,1580,1785.4,1738,1343,LTB,77000,Normal,14.2
50,1.5,,,5,11,-40,85,0.08,70.736,2000,0,6000,UKL1H1R5KDD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,,,16,,,,EOL,75,Normal,0.44
50,1.5,,,5,11,-40,85,0.08,70.736,2000,0,6000,UKL1H1R5MDD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,,,16,,,,EOL,75,Normal,0.44
50,2.2,,,5,11,-40,85,0.08,48.229,2000,0,6000,UKL1H2R2KDD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,,,23,,,,EOL,110.00000000000001,Normal,0.44
50,2.2,,,5,11,-40,85,0.08,48.229,2000,0,6000,UKL1H2R2MDD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,,,23,,,,EOL,110.00000000000001,Normal,0.44
50,3.3,,,5,11,-40,85,0.08,32.153,2000,0,6000,UKL1H3R3KDD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,,,40,,,,EOL,165,Normal,0.44
50,3.3,,,5,11,-40,85,0.08,32.153,2000,0,6000,UKL1H3R3MDD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,,,40,,,,EOL,165,Normal,0.44
50,4.7,,,5,11,-40,85,0.08,22.575,2000,0,6000,UKL1H4R7KDD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,,,45,,,,EOL,235,Normal,0.44
50,4.7,,,5,11,-40,85,0.08,22.575,2000,0,6000,UKL1H4R7MDD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,,,45,,,,EOL,235,Normal,0.44
50,6.8,,,5,11,-40,85,0.08,15.603,2000,1,6000,UKL1H6R8KDD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,,,55,,,,EOL,340,Normal,0.44
50,6.8,,,5,11,-40,85,0.08,15.603,2000,1,6000,UKL1H6R8MDD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,,,55,,,,EOL,340,Normal,0.44
50,10,2.653,2.653,5,11,-40,85,0.08,10.61,2000,1,6000,UKL1H100KDD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,140,140,70,109.9,94.5,52.5,EOL,500,Normal,0.44
50,10,2.653,2.653,5,11,-40,85,0.08,10.61,2000,1,6000,UKL1H100MDD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,140,140,70,109.9,94.5,52.5,EOL,500,Normal,0.44
50,15,1.768,1.768,6.3,11,-40,85,0.08,7.074,2000,2,4000,UKL1H150KED,Uni-Polar,Radial Lead,Lo-Leakage Cur.,190,190,95,149.15,128.25,71.25,EOL,750,Normal,0.59
50,15,1.768,1.768,6.3,11,-40,85,0.08,7.074,2000,2,4000,UKL1H150MED,Uni-Polar,Radial Lead,Lo-Leakage Cur.,190,190,95,149.15,128.25,71.25,EOL,750,Normal,0.59
50,22,1.206,1.206,6.3,11,-40,85,0.08,4.823,2000,2,4000,UKL1H220KED,Uni-Polar,Radial Lead,Lo-Leakage Cur.,220,220,110,172.7,148.5,82.5,EOL,1100,Normal,0.59
50,22,1.206,1.206,6.3,11,-40,85,0.08,4.823,2000,2,4000,UKL1H220MED,Uni-Polar,Radial Lead,Lo-Leakage Cur.,220,220,110,172.7,148.5,82.5,EOL,1100,Normal,0.59
50,33,0.804,0.804,8,11.5,-40,85,0.08,3.215,2000,3,3000,UKL1H330KPD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,330,330,165,259.05,222.75,123.75,LTB,1650,Normal,1.19
50,33,0.804,0.804,8,11.5,-40,85,0.08,3.215,2000,3,3000,UKL1H330MPD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,330,330,165,259.05,222.75,123.75,LTB,1650,Normal,1.19
50,47,0.564,0.564,8,11.5,-40,85,0.08,2.258,2000,5,3000,UKL1H470KPD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,380,380,190,298.3,256.5,142.5,LTB,2350,Normal,1.19
50,47,0.564,0.564,8,11.5,-40,85,0.08,2.258,2000,5,3000,UKL1H470MPD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,380,380,190,298.3,256.5,142.5,LTB,2350,Normal,1.19
50,68,0.39,0.39,10,12.5,-40,85,0.08,1.56,2000,7,2000,UKL1H680KPD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,500,500,250,392.5,337.5,187.5,LTB,3400,Normal,1.49
50,68,0.39,0.39,10,12.5,-40,85,0.08,1.56,2000,7,2000,UKL1H680MPD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,500,500,250,392.5,337.5,187.5,LTB,3400,Normal,1.49
50,100,0.589,0.589,10,16,-40,85,0.1,1.326,2000,10,1800,UKL1H101KPD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,480,480,320,428.8,393.6,256,LTB,5000,Normal,1.77
50,100,0.589,0.589,10,16,-40,85,0.1,1.326,2000,10,1800,UKL1H101MPD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,480,480,320,428.8,393.6,256,LTB,5000,Normal,1.77
50,150,0.393,0.393,10,20,-40,85,0.1,0.884,2000,15,1400,UKL1H151KPD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,630,630,420,562.8,516.6,336,LTB,7500,Normal,2.34
50,150,0.393,0.393,10,20,-40,85,0.1,0.884,2000,15,1400,UKL1H151MPD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,630,630,420,562.8,516.6,336,LTB,7500,Normal,2.34
50,220,0.268,0.268,12.5,20,-40,85,0.1,0.603,2000,22,1000,UKL1H221KHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,735,735,490,656.6,602.7,392,LTB,11000,Normal,3.43
50,220,0.268,0.268,12.5,20,-40,85,0.1,0.603,2000,22,1000,UKL1H221MHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,735,735,490,656.6,602.7,392,LTB,11000,Normal,3.43
50,330,0.179,0.179,12.5,20,-40,85,0.1,0.402,2000,33,1000,UKL1H331KHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,900,900,600,804,738,480,LTB,16500,Normal,3.43
50,330,0.179,0.179,12.5,20,-40,85,0.1,0.402,2000,33,1000,UKL1H331MHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,900,900,600,804,738,480,LTB,16500,Normal,3.43
50,470,0.125,0.125,16,25,-40,85,0.1,0.282,2000,47,400,UKL1H471KHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,1140,1140,760,1018.4,934.8,608,LTB,23500,Normal,8.2
50,470,0.125,0.125,16,25,-40,85,0.1,0.282,2000,47,400,UKL1H471MHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,1140,1140,760,1018.4,934.8,608,LTB,23500,Normal,8.2
50,680,0.087,0.087,16,25,-40,85,0.1,0.195,2000,68,400,UKL1H681KHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,1365,1365,910,1219.4,1119.3,728,LTB,34000,Normal,8.2
50,680,0.087,0.087,16,25,-40,85,0.1,0.195,2000,68,400,UKL1H681MHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,1365,1365,910,1219.4,1119.3,728,LTB,34000,Normal,8.2
50,1000,0.12,0.12,16,30.5,-40,85,0.1,0.159,2000,100,300,UKL1H102KHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,1311,1311,1140,1288.2,1254,969,LTB,50000,Normal,9.6
50,1000,0.12,0.12,16,30.5,-40,85,0.1,0.159,2000,100,300,UKL1H102MHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,1311,1311,1140,1288.2,1254,969,LTB,50000,Normal,9.6
50,1500,0.08,0.08,18,40,-40,85,0.1,0.106,2000,150,200,UKL1H152KHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,1702,1702,1480,1672.4,1628,1258,LTB,75000,Normal,17.7
50,1500,0.08,0.08,18,40,-40,85,0.1,0.106,2000,150,200,UKL1H152MHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,1702,1702,1480,1672.4,1628,1258,LTB,75000,Normal,17.7
63,6.8,,,5,11,-40,85,0.07,13.653,2000,1,6000,UKL1J6R8KDD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,,,59,,,,EOL,428.4,Normal,0.44
63,6.8,,,5,11,-40,85,0.07,13.653,2000,1,6000,UKL1J6R8MDD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,,,59,,,,EOL,428.4,Normal,0.44
63,10,2.321,2.321,6.3,11,-40,85,0.07,9.284,2000,1,4000,UKL1J100KED,Uni-Polar,Radial Lead,Lo-Leakage Cur.,150,150,75,117.75,101.25,56.25,EOL,630,Normal,0.59
63,10,2.321,2.321,6.3,11,-40,85,0.07,9.284,2000,1,4000,UKL1J100MED,Uni-Polar,Radial Lead,Lo-Leakage Cur.,150,150,75,117.75,101.25,56.25,EOL,630,Normal,0.59
63,15,1.547,1.547,6.3,11,-40,85,0.07,6.189,2000,2,4000,UKL1J150KED,Uni-Polar,Radial Lead,Lo-Leakage Cur.,200,200,100,157,135,75,EOL,945,Normal,0.59
63,15,1.547,1.547,6.3,11,-40,85,0.07,6.189,2000,2,4000,UKL1J150MED,Uni-Polar,Radial Lead,Lo-Leakage Cur.,200,200,100,157,135,75,EOL,945,Normal,0.59
63,22,1.055,1.055,8,11.5,-40,85,0.07,4.22,2000,3,3000,UKL1J220KPD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,230,230,115,180.55,155.25,86.25,LTB,1386,Normal,1.19
63,22,1.055,1.055,8,11.5,-40,85,0.07,4.22,2000,3,3000,UKL1J220MPD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,230,230,115,180.55,155.25,86.25,LTB,1386,Normal,1.19
63,33,0.703,0.703,8,11.5,-40,85,0.07,2.813,2000,4,3000,UKL1J330KPD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,340,340,170,266.9,229.5,127.5,LTB,2079,Normal,1.19
63,33,0.703,0.703,8,11.5,-40,85,0.07,2.813,2000,4,3000,UKL1J330MPD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,340,340,170,266.9,229.5,127.5,LTB,2079,Normal,1.19
63,47,0.494,0.494,10,12.5,-40,85,0.07,1.975,2000,6,2000,UKL1J470KPD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,400,400,200,314,270,150,LTB,2961,Normal,1.49
63,47,0.494,0.494,10,12.5,-40,85,0.07,1.975,2000,6,2000,UKL1J470MPD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,400,400,200,314,270,150,LTB,2961,Normal,1.49
63,68,0.39,0.39,10,16,-40,85,0.08,1.56,2000,9,1800,UKL1J680KPD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,540,540,270,423.9,364.5,202.5,LTB,4284,Normal,1.77
63,68,0.39,0.39,10,16,-40,85,0.08,1.56,2000,9,1800,UKL1J680MPD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,540,540,270,423.9,364.5,202.5,LTB,4284,Normal,1.77
63,100,0.472,0.472,10,20,-40,85,0.08,1.061,2000,13,1400,UKL1J101KPD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,495,495,330,442.2,405.9,264,LTB,6300,Normal,2.34
63,100,0.472,0.472,10,20,-40,85,0.08,1.061,2000,13,1400,UKL1J101MPD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,495,495,330,442.2,405.9,264,LTB,6300,Normal,2.34
63,150,0.314,0.314,12.5,20,-40,85,0.08,0.707,2000,19,1000,UKL1J151KHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,675,675,450,603,553.5,360,LTB,9450,Normal,3.43
63,150,0.314,0.314,12.5,20,-40,85,0.08,0.707,2000,19,1000,UKL1J151MHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,675,675,450,603,553.5,360,LTB,9450,Normal,3.43
63,220,0.214,0.214,12.5,20,-40,85,0.08,0.482,2000,28,1000,UKL1J221KHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,825,825,550,737,676.5,440,LTB,13860,Normal,3.43
63,220,0.214,0.214,12.5,20,-40,85,0.08,0.482,2000,28,1000,UKL1J221MHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,825,825,550,737,676.5,440,LTB,13860,Normal,3.43
63,330,0.143,0.143,12.5,25,-40,85,0.08,0.322,2000,42,800,UKL1J331KHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,1065,1065,710,951.4,873.3,568,LTB,20790,Normal,4.56
63,330,0.143,0.143,12.5,25,-40,85,0.08,0.322,2000,42,800,UKL1J331MHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,1065,1065,710,951.4,873.3,568,LTB,20790,Normal,4.56
63,470,0.1,0.1,16,25,-40,85,0.08,0.226,2000,59,400,UKL1J471KHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,1275,1275,850,1139,1045.5,680,LTB,29610,Normal,8.2
63,470,0.1,0.1,16,25,-40,85,0.08,0.226,2000,59,400,UKL1J471MHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,1275,1275,850,1139,1045.5,680,LTB,29610,Normal,8.2
63,680,0.069,0.069,16,30.5,-40,85,0.08,0.156,2000,86,300,UKL1J681KHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,1575,1575,1050,1407,1291.5,840,LTB,42840,Normal,9.6
63,680,0.069,0.069,16,30.5,-40,85,0.08,0.156,2000,86,300,UKL1J681MHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,1575,1575,1050,1407,1291.5,840,LTB,42840,Normal,9.6
63,1000,0.1,0.1,18,35.5,-40,85,0.08,0.133,2000,126,250,UKL1J102KHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,1529.5,1529.5,1330,1502.9,1463,1130.5,LTB,63000,Normal,14.2
63,1000,0.1,0.1,18,35.5,-40,85,0.08,0.133,2000,126,250,UKL1J102MHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,1529.5,1529.5,1330,1502.9,1463,1130.5,LTB,63000,Normal,14.2
100,1.5,,,5,11,-40,85,0.07,61.894,2000,0,6000,UKL2A1R5KDD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,,,23,,,,EOL,150,Normal,0.44
100,1.5,,,5,11,-40,85,0.07,61.894,2000,0,6000,UKL2A1R5MDD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,,,23,,,,EOL,150,Normal,0.44
100,2.2,,,5,11,-40,85,0.07,42.2,2000,0,6000,UKL2A2R2KDD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,,,28,,,,EOL,220.00000000000003,Normal,0.44
100,2.2,,,5,11,-40,85,0.07,42.2,2000,0,6000,UKL2A2R2MDD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,,,28,,,,EOL,220.00000000000003,Normal,0.44
100,3.3,,,5,11,-40,85,0.07,28.133,2000,1,6000,UKL2A3R3KDD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,,,45,,,,EOL,330,Normal,0.44
100,3.3,,,5,11,-40,85,0.07,28.133,2000,1,6000,UKL2A3R3MDD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,,,45,,,,EOL,330,Normal,0.44
100,4.7,,,5,11,-40,85,0.07,19.753,2000,1,6000,UKL2A4R7KDD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,,,50,,,,EOL,470,Normal,0.44
100,4.7,,,5,11,-40,85,0.07,19.753,2000,1,6000,UKL2A4R7MDD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,,,50,,,,EOL,470,Normal,0.44
100,6.8,,,6.3,11,-40,85,0.07,13.653,2000,1,4000,UKL2A6R8KED,Uni-Polar,Radial Lead,Lo-Leakage Cur.,,,65,,,,EOL,680,Normal,0.59
100,6.8,,,6.3,11,-40,85,0.07,13.653,2000,1,4000,UKL2A6R8MED,Uni-Polar,Radial Lead,Lo-Leakage Cur.,,,65,,,,EOL,680,Normal,0.59
100,10,2.321,2.321,8,11.5,-40,85,0.07,9.284,2000,2,3000,UKL2A100KPD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,180,180,90,141.3,121.5,67.5,LTB,1000,Normal,1.19
100,10,2.321,2.321,8,11.5,-40,85,0.07,9.284,2000,2,3000,UKL2A100MPD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,180,180,90,141.3,121.5,67.5,LTB,1000,Normal,1.19
100,15,1.547,1.547,8,11.5,-40,85,0.07,6.189,2000,3,3000,UKL2A150KPD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,220,220,110,172.7,148.5,82.5,LTB,1500,Normal,1.19
100,15,1.547,1.547,8,11.5,-40,85,0.07,6.189,2000,3,3000,UKL2A150MPD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,220,220,110,172.7,148.5,82.5,LTB,1500,Normal,1.19
100,22,1.055,1.055,10,12.5,-40,85,0.07,4.22,2000,4,2000,UKL2A220KPD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,272,272,136,213.52,183.6,102,LTB,2200,Normal,1.49
100,22,1.055,1.055,10,12.5,-40,85,0.07,4.22,2000,4,2000,UKL2A220MPD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,272,272,136,213.52,183.6,102,LTB,2200,Normal,1.49
100,33,0.804,0.804,10,16,-40,85,0.08,3.215,2000,7,1800,UKL2A330KPD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,360,360,180,282.6,243,135,LTB,3300,Normal,1.77
100,33,0.804,0.804,10,16,-40,85,0.08,3.215,2000,7,1800,UKL2A330MPD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,360,360,180,282.6,243,135,LTB,3300,Normal,1.77
100,47,0.564,0.564,10,20,-40,85,0.08,2.258,2000,9,1400,UKL2A470KPD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,440,440,220,345.4,297,165,LTB,4700,Normal,2.34
100,47,0.564,0.564,10,20,-40,85,0.08,2.258,2000,9,1400,UKL2A470MPD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,440,440,220,345.4,297,165,LTB,4700,Normal,2.34
100,68,0.39,0.39,10,20,-40,85,0.08,1.56,2000,14,1400,UKL2A680KPD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,580,580,290,455.3,391.5,217.5,LTB,6800,Normal,2.34
100,68,0.39,0.39,10,20,-40,85,0.08,1.56,2000,14,1400,UKL2A680MPD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,580,580,290,455.3,391.5,217.5,LTB,6800,Normal,2.34
100,100,0.472,0.472,12.5,20,-40,85,0.08,1.061,2000,20,1000,UKL2A101KHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,555,555,370,495.8,455.1,296,LTB,10000,Normal,3.43
100,100,0.472,0.472,12.5,20,-40,85,0.08,1.061,2000,20,1000,UKL2A101MHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,555,555,370,495.8,455.1,296,LTB,10000,Normal,3.43
100,150,0.314,0.314,12.5,25,-40,85,0.08,0.707,2000,30,800,UKL2A151KHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,705,705,470,629.8,578.1,376,LTB,15000,Normal,4.56
100,150,0.314,0.314,12.5,25,-40,85,0.08,0.707,2000,30,800,UKL2A151MHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,705,705,470,629.8,578.1,376,LTB,15000,Normal,4.56
100,220,0.214,0.214,16,25,-40,85,0.08,0.482,2000,44,400,UKL2A221KHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,870,870,580,777.2,713.4,464,LTB,22000,Normal,8.2
100,220,0.214,0.214,16,25,-40,85,0.08,0.482,2000,44,400,UKL2A221MHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,870,870,580,777.2,713.4,464,LTB,22000,Normal,8.2
100,330,0.143,0.143,16,30.5,-40,85,0.08,0.322,2000,66,300,UKL2A331KHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,1095,1095,730,978.2,897.9,584,LTB,33000,Normal,9.6
100,330,0.143,0.143,16,30.5,-40,85,0.08,0.322,2000,66,300,UKL2A331MHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,1095,1095,730,978.2,897.9,584,LTB,33000,Normal,9.6
100,470,0.1,0.1,18,35.5,-40,85,0.08,0.226,2000,94,250,UKL2A471KHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,1365,1365,910,1219.4,1119.3,728,LTB,47000,Normal,14.2
100,470,0.1,0.1,18,35.5,-40,85,0.08,0.226,2000,94,250,UKL2A471MHD,Uni-Polar,Radial Lead,Lo-Leakage Cur.,1365,1365,910,1219.4,1119.3,728,LTB,47000,Normal,14.2
