Voltage,Capacitance,ESR 20°C@120Hz,Impedance 20°C@100kHz,Case Size Diameter,Case Size Length,Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Dissipation Factor,Endurance,Leakage Current,Minimum Quantity,Part Number,Polarity type,Product category,Product summary,Ripple Current,Status,Vibration resistant,Weight (g)
250,33,8.038,,12.5,25,-40,125,0.2,2000,430,800,UBT2E330MHD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,171,MP,Normal,4.56
250,47,5.644,,16,25,-40,125,0.2,2000,570,400,UBT2E470MHD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,225,EOL,Normal,8.2
250,47,5.644,,16,25,-40,125,0.2,2000,570,400,UBT2E470MHD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,225,MP,Normal,8.2
250,68,3.901,,16,30.5,-40,125,0.2,2000,780,300,UBT2E680MHD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,292,EOL,Normal,9.6
250,68,3.901,,16,30.5,-40,125,0.2,2000,780,300,UBT2E680MHD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,292,MP,Normal,9.6
350,4.7,67.726,,10,20,-25,125,0.24,2000,166,1400,UBT2V4R7MPD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,53,EOL,Normal,2.34
350,4.7,67.726,,10,20,-25,125,0.24,2000,166,1400,UBT2V4R7MPD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,53,MP,Normal,2.34
350,10,31.831,,10,25,-25,125,0.24,2000,240,1200,UBT2V100MPD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,85,EOL,Normal,3.07
350,10,31.831,,10,25,-25,125,0.24,2000,240,1200,UBT2V100MPD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,85,MP,Normal,3.07
350,22,14.469,,12.5,25,-25,125,0.24,2000,408,800,UBT2V220MHD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,139,EOL,Normal,4.56
350,22,14.469,,12.5,25,-25,125,0.24,2000,408,800,UBT2V220MHD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,139,MP,Normal,4.56
350,33,9.646,,16,25,-25,125,0.24,2000,562,400,UBT2V330MHD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,189,EOL,Normal,8.2
350,33,9.646,,16,25,-25,125,0.24,2000,562,400,UBT2V330MHD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,189,MP,Normal,8.2
350,47,6.773,,16,30.5,-25,125,0.24,2000,758,300,UBT2V470MHD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,243,EOL,Normal,9.6
350,47,6.773,,16,30.5,-25,125,0.24,2000,758,300,UBT2V470MHD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,243,MP,Normal,9.6
400,4.7,67.726,,10,20,-25,125,0.24,2000,175,1400,UBT2G4R7MPD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,53,EOL,Normal,2.34
400,4.7,67.726,,10,20,-25,125,0.24,2000,175,1400,UBT2G4R7MPD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,53,MP,Normal,2.34
400,10,31.831,,10,25,-25,125,0.24,2000,260,1200,UBT2G100MPD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,86,EOL,Normal,3.07
400,10,31.831,,10,25,-25,125,0.24,2000,260,1200,UBT2G100MPD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,86,MP,Normal,3.07
400,22,14.469,,12.5,30.5,-25,125,0.24,2000,452,600,UBT2G220MHD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,142,EOL,Normal,6.01
400,22,14.469,,12.5,30.5,-25,125,0.24,2000,452,600,UBT2G220MHD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,142,MP,Normal,6.01
400,33,9.646,,16,25,-25,125,0.24,2000,628,400,UBT2G330MHD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,189,EOL,Normal,8.2
400,33,9.646,,16,25,-25,125,0.24,2000,628,400,UBT2G330MHD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,189,MP,Normal,8.2
400,47,6.773,,16,30.5,-25,125,0.24,2000,852,300,UBT2G470MHD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,243,EOL,Normal,9.6
400,47,6.773,,16,30.5,-25,125,0.24,2000,852,300,UBT2G470MHD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,243,MP,Normal,9.6
450,4.7,67.726,,10,25,-25,125,0.24,2000,185,1200,UBT2W4R7MPD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,58,EOL,Normal,3.07
450,4.7,67.726,,10,25,-25,125,0.24,2000,185,1200,UBT2W4R7MPD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,58,MP,Normal,3.07
450,10,31.831,,12.5,20,-25,125,0.24,2000,280,1000,UBT2W100MHD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,86,EOL,Normal,3.43
450,10,31.831,,12.5,20,-25,125,0.24,2000,280,1000,UBT2W100MHD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,86,MP,Normal,3.43
450,22,14.469,,16,25,-25,125,0.24,2000,496,400,UBT2W220MHD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,154,EOL,Normal,8.2
450,22,14.469,,16,25,-25,125,0.24,2000,496,400,UBT2W220MHD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,154,MP,Normal,8.2
450,33,9.646,,16,30.5,-25,125,0.24,2000,694,300,UBT2W330MHD,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,203,EOL,Normal,9.6
450,33,9.646,,16,30.5,-25,125,0.24,2000,694,300,UBT2W330MHD8,Uni-Polar,Radial Lead,Hi-Temp.(125/135degC) For Automotive,203,MP,Normal,9.6
