Part Number,Status,Rated Voltage Range (V.D.C),Rated Capacitance Range (μF),Product diameter : D(mm),Product height : L(mm),Category Lower Limited Temperature (℃),Category Upper Limited Temperature (℃),Endurance (h),Weight (g),Tangent of loss angle (tanδ),Leakage Current  (µA),Ripple Rating (105℃/100kHz),Ripple Rating (105℃/120Hz),ESR(Ω)（20℃/100kHz）,ESR(Ω) (-40℃/100kHz）,ESR(Ω) after endurance test,"ESL(Typ.)（nH,40MHz）",Impedance (Ω)(-10℃/100kHz),Impedance (Ω)(20℃/100kHz),Minimum Quantity,Product category,Product summary,Polarity type,Vibration resistant
UPJ2A470MPD,MP,100.0,47.00,10.0,20.0,-55,105,5000,2.34,0.08,141,423,252.0,,,,,0.76,0.28,1400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2A470MHD6,MP,100.0,47.00,12.5,15.0,-55,105,5000,2.96,0.08,141,402,239.0,,,,,0.84,0.31,1200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2A560MPD,MP,100.0,56.00,10.0,20.0,-55,105,5000,2.34,0.08,168,456,274.0,,,,,0.65,0.24,1400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2A560MHD6,MP,100.0,56.00,12.5,15.0,-55,105,5000,2.96,0.08,168,430,258.0,,,,,0.73,0.27,1200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2A680MPD,MP,100.0,68.00,10.0,25.0,-55,105,5000,3.07,0.08,204,526,326.0,,,,,0.57,0.21,1200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2A680MHD6,MP,100.0,68.00,12.5,15.0,-55,105,5000,2.96,0.08,204,466,289.0,,,,,0.62,0.23,1200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2A820MPD,MP,100.0,82.00,10.0,30.5,-55,105,5000,3.21,0.08,246,606,386.0,,,,,0.49,0.18,1000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2A820MHD6,MP,100.0,82.00,16.0,15.0,-55,105,5000,4.74,0.08,246,681,433.0,,,,,0.51,0.19,700,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2A101MPD,MP,100.0,100.00,10.0,30.5,-55,105,5000,3.21,0.08,300,663,438.0,,,,,0.41,0.15,1000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2A101MHD6,MP,100.0,100.00,16.0,15.0,-55,105,5000,4.74,0.08,300,719,475.0,,,,,0.46,0.17,700,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2A121MHD,MP,100.0,120.00,12.5,25.0,-55,105,5000,4.56,0.08,360,774,519.0,,,,,0.35,0.13,800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2A121MHD6,MP,100.0,120.00,16.0,15.0,-55,105,5000,4.74,0.08,360,793,531.0,,,,,0.38,0.14,700,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2A151MHD,MP,100.0,150.00,12.5,25.0,-55,105,5000,4.56,0.08,450,798,553.0,,,,,0.3,0.11,800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2A151MHD6,MP,100.0,150.00,18.0,15.0,-55,105,5000,6.31,0.08,450,917,635.0,,,,,0.32,0.12,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2A181MHD,MP,100.0,180.00,12.5,30.5,-55,105,5000,6.01,0.08,540,904,641.0,,,,,0.26,0.098,600,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2A181MHD6,MP,100.0,180.00,16.0,20.0,-55,105,5000,6.60,0.08,540,995,706.0,,,,,0.3,0.11,600,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2A221MHD,MP,100.0,220.00,12.5,35.5,-55,105,5000,7.06,0.08,660,1000,730.0,,,,,0.23,0.087,500,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2A221MHD6,MP,100.0,220.00,16.0,25.0,-55,105,5000,8.20,0.08,660,1170,854.0,,,,,0.25,0.093,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2A271MHD,MP,100.0,270.00,12.5,40.0,-55,105,5000,7.57,0.08,810,1130,843.0,,,,,0.19,0.072,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2A271MHD6,MP,100.0,270.00,18.0,20.0,-55,105,5000,9.00,0.08,810,1230,918.0,,,,,0.22,0.08,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2A331MHD,MP,100.0,330.00,16.0,30.5,-55,105,5000,9.60,0.08,990,1520,1160.0,,,,,0.17,0.062,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2A331MHD6,MP,100.0,330.00,18.0,25.0,-55,105,5000,10.60,0.08,990,1420,1080.0,,,,,0.19,0.07,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2A391MHD,MP,100.0,390.00,16.0,35.5,-55,105,5000,11.80,0.08,1170,1730,1340.0,,,,,0.14,0.053,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2A391MHD6,MP,100.0,390.00,18.0,30.5,-55,105,5000,13.10,0.08,1170,1600,1240.0,,,,,0.17,0.062,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2A471MHD,MP,100.0,470.00,16.0,40.0,-55,105,5000,14.10,0.08,1410,1920,1530.0,,,,,0.13,0.047,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2A471MHD6,MP,100.0,470.00,18.0,35.5,-55,105,5000,14.20,0.08,1410,1770,1410.0,,,,,0.15,0.056,250,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2A561MHD,MP,100.0,560.00,18.0,35.5,-55,105,5000,14.20,0.08,1680,2070,1680.0,,,,,0.11,0.041,250,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2A681MHD,MP,100.0,680.00,18.0,40.0,-55,105,5000,17.70,0.08,2040,2300,1910.0,,,,,0.097,0.036,200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2C010MPD,EOL,160.0,1.00,8.0,11.5,-40,105,3000,1.19,0.20,56,19,,,,,,,,3000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2C2R2MPD,EOL,160.0,2.20,8.0,11.5,-40,105,3000,1.19,0.20,75,30,,,,,,,,3000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2C3R3MPD,EOL,160.0,3.30,10.0,12.5,-40,105,5000,1.49,0.20,93,50,,,,,,,,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2C4R7MPD,EOL,160.0,4.70,10.0,12.5,-40,105,5000,1.49,0.20,115,57,,,,,,,,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2C100MPD,EOL,160.0,10.00,10.0,16.0,-40,105,5000,1.77,0.20,164,90,,,,,,,,1800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2C220MHD,EOL,160.0,22.00,12.5,20.0,-40,105,5000,3.43,0.20,241,140,,,,,,,,1000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2C330MHD,EOL,160.0,33.00,12.5,25.0,-40,105,5000,4.56,0.20,311,175,,,,,,,,800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2C470MHD,EOL,160.0,47.00,16.0,25.0,-40,105,5000,8.20,0.20,401,220,,,,,,,,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2C101MHD,EOL,160.0,100.00,16.0,35.5,-40,105,5000,11.80,0.20,740,330,,,,,,,,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2D010MPD,EOL,200.0,1.00,8.0,11.5,-40,105,3000,1.19,0.20,60,19,,,,,,,,3000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2D2R2MPD,EOL,200.0,2.20,8.0,11.5,-40,105,3000,1.19,0.20,84,30,,,,,,,,3000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2D3R3MPD,EOL,200.0,3.30,10.0,12.5,-40,105,5000,1.49,0.20,106,50,,,,,,,,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2D4R7MPD,EOL,200.0,4.70,10.0,16.0,-40,105,5000,1.77,0.20,134,60,,,,,,,,1800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2D100MPD,EOL,200.0,10.00,10.0,20.0,-40,105,5000,2.34,0.20,180,95,,,,,,,,1400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2D220MHD,EOL,200.0,22.00,12.5,25.0,-40,105,5000,4.56,0.20,276,145,,,,,,,,800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2D330MHD,EOL,200.0,33.00,16.0,25.0,-40,105,5000,8.20,0.20,364,180,,,,,,,,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2D470MHD,EOL,200.0,47.00,16.0,25.0,-40,105,5000,8.20,0.20,476,220,,,,,,,,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2D101MHD,EOL,200.0,100.00,18.0,40.0,-40,105,5000,17.70,0.20,900,345,,,,,,,,200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2E010MPD,EOL,250.0,1.00,8.0,11.5,-40,105,3000,1.19,0.20,65,19,,,,,,,,3000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2E2R2MPD,EOL,250.0,2.20,10.0,12.5,-40,105,5000,1.49,0.20,95,32,,,,,,,,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2E3R3MPD,EOL,250.0,3.30,10.0,16.0,-40,105,5000,1.77,0.20,123,52,,,,,,,,1800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2E4R7MPD,EOL,250.0,4.70,10.0,16.0,-40,105,5000,1.77,0.20,147,60,,,,,,,,1800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2E100MHD,EOL,250.0,10.00,12.5,20.0,-40,105,5000,3.43,0.20,200,98,,,,,,,,1000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2E220MHD,EOL,250.0,22.00,16.0,25.0,-40,105,5000,8.20,0.20,320,150,,,,,,,,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2E330MHD,EOL,250.0,33.00,16.0,25.0,-40,105,5000,8.20,0.20,430,180,,,,,,,,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2E470MHD,EOL,250.0,47.00,16.0,30.5,-40,105,5000,9.60,0.20,570,225,,,,,,,,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2E101MHD,EOL,250.0,100.00,18.0,40.0,-40,105,5000,17.70,0.20,1100,345,,,,,,,,200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2F010MPD,EOL,315.0,1.00,8.0,11.5,-40,105,5000,1.19,0.20,72,19,,,,,,,,3000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2F2R2MPD,EOL,315.0,2.20,10.0,12.5,-40,105,5000,1.49,0.20,109,32,,,,,,,,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2F3R3MPD,EOL,315.0,3.30,10.0,16.0,-40,105,5000,1.77,0.20,142,52,,,,,,,,1800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2F4R7MPD,EOL,315.0,4.70,10.0,20.0,-40,105,5000,2.34,0.20,159,65,,,,,,,,1400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2F100MHD,EOL,315.0,10.00,12.5,20.0,-40,105,5000,3.43,0.20,226,98,,,,,,,,1000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2F220MHD,EOL,315.0,22.00,16.0,25.0,-40,105,5000,8.20,0.20,377,150,,,,,,,,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2F330MHD,EOL,315.0,33.00,16.0,30.5,-40,105,5000,9.60,0.20,516,185,,,,,,,,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2F470MHD,EOL,315.0,47.00,18.0,35.5,-40,105,5000,14.20,0.20,692,235,,,,,,,,250,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2V010MPD,EOL,350.0,1.00,10.0,12.5,-40,105,5000,1.49,0.20,75,21,,,,,,,,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2V2R2MPD,EOL,350.0,2.20,10.0,16.0,-40,105,5000,1.77,0.20,117,34,,,,,,,,1800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2V3R3MPD,EOL,350.0,3.30,10.0,20.0,-40,105,5000,2.34,0.20,146,54,,,,,,,,1400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2V4R7MPD,EOL,350.0,4.70,10.0,20.0,-40,105,5000,2.34,0.20,166,65,,,,,,,,1400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2V100MHD,EOL,350.0,10.00,12.5,25.0,-40,105,5000,4.56,0.20,240,100,,,,,,,,800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2V220MHD,EOL,350.0,22.00,16.0,25.0,-40,105,5000,8.20,0.20,408,150,,,,,,,,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2V330MHD,EOL,350.0,33.00,16.0,35.5,-40,105,5000,11.80,0.20,562,190,,,,,,,,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2V470MHD,EOL,350.0,47.00,18.0,40.0,-40,105,5000,17.70,0.20,758,240,,,,,,,,200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2G010MPD,EOL,400.0,1.00,10.0,12.5,-40,105,5000,1.49,0.25,80,17,,,,,,,,2000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2G2R2MPD,EOL,400.0,2.20,10.0,16.0,-40,105,5000,1.77,0.25,128,28,,,,,,,,1800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2G3R3MPD,EOL,400.0,3.30,10.0,20.0,-40,105,5000,2.34,0.25,153,47,,,,,,,,1400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2G4R7MHD,EOL,400.0,4.70,12.5,20.0,-40,105,5000,3.43,0.25,175,55,,,,,,,,1000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2G100MHD,EOL,400.0,10.00,12.5,25.0,-40,105,5000,4.56,0.25,260,85,,,,,,,,800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2G220MHD,EOL,400.0,22.00,16.0,30.5,-40,105,5000,9.60,0.25,452,130,,,,,,,,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2G330MHD,EOL,400.0,33.00,18.0,35.5,-40,105,5000,14.20,0.25,628,170,,,,,,,,250,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2W010MPD,EOL,450.0,1.00,10.0,16.0,-25,105,5000,1.77,0.25,85,17,,,,,,,,1800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2W2R2MPD,EOL,450.0,2.20,10.0,20.0,-25,105,5000,2.34,0.25,139,28,,,,,,,,1400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2W3R3MHD,EOL,450.0,3.30,12.5,20.0,-25,105,5000,3.43,0.25,159,48,,,,,,,,1000,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2W4R7MHD,EOL,450.0,4.70,12.5,25.0,-25,105,5000,4.56,0.25,185,55,,,,,,,,800,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2W100MHD,EOL,450.0,10.00,16.0,25.0,-25,105,5000,8.20,0.25,280,90,,,,,,,,400,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2W220MHD,EOL,450.0,22.00,16.0,35.5,-25,105,5000,11.80,0.25,496,135,,,,,,,,300,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
UPJ2W330MHD,EOL,450.0,33.00,18.0,40.0,-25,105,5000,17.70,0.25,694,170,,,,,,,,200,Radial Lead,Lo-Z For Switching Power Supplies,Uni-Polar,Normal
